,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings,Infections,InfectionsRolling,Stringency,Date,CountryName,RegionName,PrescriptionIndex
32,3,0,2,2,2,0,0,4,2,3,2,4,2150.86135313016,1822.2605379292586,0.1166957142857134,2020-12-21,Israel,,Plan 1
33,3,0,2,2,2,0,0,4,2,3,2,4,2285.6371403326516,1928.0036504553932,0.1166957142857134,2020-12-22,Israel,,Plan 1
34,3,0,2,2,2,0,0,4,2,3,2,4,2430.134659956967,2043.965702386782,0.1166957142857134,2020-12-23,Israel,,Plan 1
35,3,0,2,4,2,0,0,4,2,3,2,4,2571.189725253238,2167.7767296860548,0.12386535714285621,2020-12-24,Israel,,Plan 1
36,3,0,2,4,2,0,0,4,2,3,2,4,2711.414974568452,2297.6922288999863,0.12386535714285621,2020-12-25,Israel,,Plan 1
37,3,0,2,4,2,0,0,4,2,3,2,4,2853.86693847567,2432.650308550628,0.12386535714285621,2020-12-26,Israel,,Plan 1
38,3,0,2,4,2,0,0,4,2,3,2,4,3000.091484012494,2571.8851822470906,0.12386535714285621,2020-12-27,Israel,,Plan 1
39,3,0,2,4,2,0,0,4,2,3,2,4,3150.9983817708803,2714.7619006243362,0.12386535714285621,2020-12-28,Israel,,Plan 1
40,3,0,2,4,2,0,0,4,2,3,2,4,3307.2208288634433,2860.7024275573062,0.12386535714285621,2020-12-29,Israel,,Plan 1
41,3,0,2,4,2,0,0,4,2,3,2,4,3469.2654448681014,3009.1496825446116,0.12386535714285621,2020-12-30,Israel,,Plan 1
42,3,0,2,4,2,0,0,4,2,3,2,4,3637.576443676281,3161.4906423193315,0.12386535714285621,2020-12-31,Israel,,Plan 1
43,3,0,2,4,2,0,0,4,2,3,2,4,3812.5642777163193,3318.79768562617,0.12386535714285621,2021-01-01,Israel,,Plan 1
44,3,0,2,4,2,0,0,4,2,3,2,4,3994.6193026377614,3481.7623090778975,0.12386535714285621,2021-01-02,Israel,,Plan 1
45,3,0,2,4,2,0,0,4,2,3,2,4,4184.118931623548,3650.909087308047,0.12386535714285621,2021-01-03,Israel,,Plan 1
46,3,0,2,4,2,0,0,4,2,3,2,4,4381.431801278121,3826.6852900947965,0.12386535714285621,2021-01-04,Israel,,Plan 1
47,3,0,2,4,2,0,0,4,2,3,2,4,4586.920419622921,4009.4995173461507,0.12386535714285621,2021-01-05,Israel,,Plan 1
48,3,0,2,4,2,0,0,4,2,3,2,4,4800.942943003943,4199.739159936985,0.12386535714285621,2021-01-06,Israel,,Plan 1
49,3,0,2,4,2,0,0,4,2,3,2,4,5023.85441079348,4397.778869525157,0.12386535714285621,2021-01-07,Israel,,Plan 1
50,3,0,2,4,2,0,0,4,2,3,2,4,5256.007558121458,4603.985052440176,0.12386535714285621,2021-01-08,Israel,,Plan 1
51,3,0,2,4,2,0,0,4,2,3,2,4,5497.753274763109,4818.718477029512,0.12386535714285621,2021-01-09,Israel,,Plan 1
52,3,0,2,4,2,0,0,4,2,3,2,4,5749.440771107674,5042.335882670101,0.12386535714285621,2021-01-10,Israel,,Plan 1
53,3,0,2,4,2,0,0,4,2,3,2,4,6011.417495418261,5275.190981832979,0.12386535714285621,2021-01-11,Israel,,Plan 1
54,3,0,2,4,2,0,0,4,2,3,2,4,6284.028804834567,5517.635036863213,0.12386535714285621,2021-01-12,Israel,,Plan 1
55,3,0,2,4,2,0,0,4,2,3,2,4,6567.617405729745,5770.0171029669,0.12386535714285621,2021-01-13,Israel,,Plan 1
56,3,0,2,4,2,0,0,4,2,3,2,4,6862.522589149843,6032.683985589237,0.12386535714285621,2021-01-14,Israel,,Plan 1
57,3,0,2,4,2,0,0,4,2,3,2,4,7169.0792459551785,6305.979940994054,0.12386535714285621,2021-01-15,Israel,,Plan 1
58,3,0,2,4,2,0,0,4,2,3,2,4,7487.616665086362,6590.246139611661,0.12386535714285621,2021-01-16,Israel,,Plan 1
59,3,0,2,4,2,0,0,4,2,3,2,4,7818.457188632575,6885.81991354379,0.12386535714285621,2021-01-17,Israel,,Plan 1
60,3,0,2,4,2,0,0,4,2,3,2,4,8161.914593905688,7193.03378475628,0.12386535714285621,2021-01-18,Israel,,Plan 1
61,3,3,2,4,2,3,2,4,2,3,2,4,523.7542447074297,358.31084381321347,0.4745260714285701,2020-11-19,Israel,,Plan 2
62,3,3,2,4,2,3,2,4,2,3,2,4,424.3336261736701,358.31084381321347,0.4745260714285701,2020-11-20,Israel,,Plan 2
63,3,3,2,4,2,3,2,4,2,3,2,4,368.1629655043908,358.31084381321347,0.4745260714285701,2020-11-21,Israel,,Plan 2
64,3,3,2,4,2,3,2,4,2,3,2,4,332.35553360206916,358.31084381321347,0.4745260714285701,2020-11-22,Israel,,Plan 2
65,3,3,2,4,2,3,2,4,2,3,2,4,306.4321696446133,358.31084381321347,0.4745260714285701,2020-11-23,Israel,,Plan 2
66,3,3,2,4,2,3,2,4,2,3,2,4,285.5770353228565,358.31084381321347,0.4745260714285701,2020-11-24,Israel,,Plan 2
67,3,3,2,4,2,3,2,4,2,3,2,4,267.5603317374646,358.31084381321347,0.4745260714285701,2020-11-25,Israel,,Plan 2
68,3,3,2,4,2,3,2,4,2,3,2,4,251.3340538628897,319.39367369256485,0.4745260714285701,2020-11-26,Israel,,Plan 2
69,3,3,2,4,2,3,2,4,2,3,2,4,236.39121610869043,292.54475796899635,0.4745260714285701,2020-11-27,Israel,,Plan 2
70,3,3,2,4,2,3,2,4,2,3,2,4,222.4733531636132,271.7319562060281,0.4745260714285701,2020-11-28,Israel,,Plan 2
71,3,3,2,4,2,3,2,4,2,3,2,4,209.43697013870582,254.17216142554767,0.4745260714285701,2020-11-29,Israel,,Plan 2
72,3,3,2,4,2,3,2,4,2,3,2,4,197.1925109892538,238.56649590335343,0.4745260714285701,2020-11-30,Israel,,Plan 2
73,3,3,2,4,2,3,2,4,2,3,2,4,185.67643088496538,224.2949809836547,0.4745260714285701,2020-12-01,Israel,,Plan 2
74,3,3,2,4,2,3,2,4,2,3,2,4,174.83836771191966,211.04898612286257,0.4745260714285701,2020-12-02,Israel,,Plan 2
75,3,3,2,4,2,3,2,4,2,3,2,4,164.63521815718164,198.66343816490425,0.4745260714285701,2020-12-03,Israel,,Plan 2
76,3,3,2,4,2,3,2,4,2,3,2,4,155.02835708940935,187.04017259072128,0.4745260714285701,2020-12-04,Israel,,Plan 2
77,3,3,2,4,2,3,2,4,2,3,2,4,145.98230455906344,176.11287993292848,0.4745260714285701,2020-12-05,Israel,,Plan 2
78,3,3,2,4,2,3,2,4,2,3,2,4,137.46405289567886,165.83103461249604,0.4745260714285701,2020-12-06,Israel,,Plan 2
79,3,3,2,4,2,3,2,4,2,3,2,4,129.44270109538454,156.15249034194326,0.4745260714285701,2020-12-07,Israel,,Plan 2
80,3,3,2,4,2,3,2,4,2,3,2,4,121.88922947841515,147.04003299815037,0.4745260714285701,2020-12-08,Israel,,Plan 2
81,3,3,2,4,2,3,2,4,2,3,2,4,114.7763446208906,138.45974398514622,0.4745260714285701,2020-12-09,Israel,,Plan 2
82,3,3,2,4,2,3,2,4,2,3,2,4,108.07835811367372,130.38019255035937,0.4745260714285701,2020-12-10,Israel,,Plan 2
83,3,3,2,4,2,3,2,4,2,3,2,4,101.77108386725754,122.77201066148055,0.4745260714285701,2020-12-11,Israel,,Plan 2
84,3,3,2,4,2,3,2,4,2,3,2,4,95.83174660589056,115.60764523959871,0.4745260714285701,2020-12-12,Israel,,Plan 2
85,3,3,2,4,2,3,2,4,2,3,2,4,90.23889804143785,108.8611945461357,0.4745260714285701,2020-12-13,Israel,,Plan 2
86,3,3,2,4,2,3,2,4,2,3,2,4,84.97233897538123,102.50828567184952,0.4745260714285701,2020-12-14,Israel,,Plan 2
87,3,3,2,4,2,3,2,4,2,3,2,4,80.01304639479528,96.52597380276097,0.4745260714285701,2020-12-15,Israel,,Plan 2
88,3,3,2,4,2,3,2,4,2,3,2,4,75.34310500249732,90.8926538572762,0.4745260714285701,2020-12-16,Israel,,Plan 2
89,3,3,2,4,2,3,2,4,2,3,2,4,70.94564280494099,85.58798024174298,0.4745260714285701,2020-12-17,Israel,,Plan 2
90,3,3,2,4,2,3,2,4,2,3,2,4,66.80477046911923,80.5927926134375,0.4745260714285701,2020-12-18,Israel,,Plan 2
91,3,3,2,4,2,3,2,4,2,3,2,4,62.90552420683598,75.8890465564297,0.4745260714285701,2020-12-19,Israel,,Plan 2
92,3,3,2,4,2,3,2,4,2,3,2,4,59.23381197254046,71.45974854658722,0.4745260714285701,2020-12-20,Israel,,Plan 2
93,3,3,2,4,2,3,2,4,2,3,2,4,55.77636277937921,67.28889480430122,0.4745260714285701,2020-12-21,Israel,,Plan 2
94,3,3,2,4,2,3,2,4,2,3,2,4,52.52067895206256,63.36141374105368,0.4745260714285701,2020-12-22,Israel,,Plan 2
95,3,3,2,4,2,3,2,4,2,3,2,4,49.454991146713475,59.663111761655976,0.4745260714285701,2020-12-23,Israel,,Plan 2
96,3,3,2,4,2,3,2,4,2,3,2,4,46.56821597808996,56.18062221496298,0.4745260714285701,2020-12-24,Israel,,Plan 2
97,3,3,2,4,2,3,2,4,2,3,2,4,43.84991610388454,52.90135730564374,0.4745260714285701,2020-12-25,Israel,,Plan 2
98,3,3,2,4,2,3,2,4,2,3,2,4,41.2902626244654,49.81346279387651,0.4745260714285701,2020-12-26,Israel,,Plan 2
99,3,3,2,4,2,3,2,4,2,3,2,4,38.879999664531624,46.905775321303814,0.4745260714285701,2020-12-27,Israel,,Plan 2
100,3,3,2,4,2,3,2,4,2,3,2,4,36.61041101078556,44.16778221150473,0.4745260714285701,2020-12-28,Israel,,Plan 2
101,3,3,2,4,2,3,2,4,2,3,2,4,34.47328868691557,41.58958360219801,0.4745260714285701,2020-12-29,Israel,,Plan 2
102,3,3,2,4,2,3,2,4,2,3,2,4,32.460903353967,39.1618567746628,0.4745260714285701,2020-12-30,Israel,,Plan 2
103,3,3,2,4,2,3,2,4,2,3,2,4,30.565976430581273,36.87582255359014,0.4745260714285701,2020-12-31,Israel,,Plan 2
104,3,3,2,4,2,3,2,4,2,3,2,4,28.781653833625846,34.7232136578389,0.4745260714285701,2021-01-01,Israel,,Plan 2
105,3,3,2,4,2,3,2,4,2,3,2,4,27.101481245440137,32.696244889406714,0.4745260714285701,2021-01-02,Israel,,Plan 2
106,3,3,2,4,2,3,2,4,2,3,2,4,25.51938081930319,30.787585054374084,0.4745260714285701,2021-01-03,Israel,,Plan 2
107,3,3,2,4,2,3,2,4,2,3,2,4,24.029629239807566,28.990330515662944,0.4745260714285701,2021-01-04,Israel,,Plan 2
108,3,3,2,4,2,3,2,4,2,3,2,4,22.626837059613017,27.297980283191144,0.4745260714285701,2021-01-05,Israel,,Plan 2
109,3,3,2,4,2,3,2,4,2,3,2,4,21.305929238573846,25.7044125524207,0.4745260714285701,2021-01-06,Israel,,Plan 2
110,3,3,2,4,2,3,2,4,2,3,2,4,20.06212681549618,24.203862607408542,0.4745260714285701,2021-01-07,Israel,,Plan 2
111,3,3,2,4,2,3,2,4,2,3,2,4,18.89092964680138,22.79090200929076,0.4745260714285701,2021-01-08,Israel,,Plan 2
112,3,3,2,4,2,3,2,4,2,3,2,4,17.788100150163203,21.460418995679767,0.4745260714285701,2021-01-09,Israel,,Plan 2
113,3,3,2,4,2,3,2,4,2,3,2,4,16.749647994763514,20.20760002074553,0.4745260714285701,2021-01-10,Israel,,Plan 2
114,3,3,2,4,2,3,2,4,2,3,2,4,15.771815683179291,19.02791236979863,0.4745260714285701,2021-01-11,Israel,,Plan 2
115,3,3,2,4,2,3,2,4,2,3,2,4,14.85106497309482,17.917087786010317,0.4745260714285701,2021-01-12,Israel,,Plan 2
116,3,3,2,4,2,3,2,4,2,3,2,4,13.984064090028134,16.871107050503788,0.4745260714285701,2021-01-13,Israel,,Plan 2
117,3,3,2,4,2,3,2,4,2,3,2,4,13.167675685085639,15.88618546044514,0.4745260714285701,2021-01-14,Israel,,Plan 2
118,3,3,2,4,2,3,2,4,2,3,2,4,12.398945494421746,14.958759152962335,0.4745260714285701,2021-01-15,Israel,,Plan 2
119,3,3,2,4,2,3,2,4,2,3,2,4,11.675091659589343,14.0854722257375,0.4745260714285701,2021-01-16,Israel,,Plan 2
120,3,3,2,4,2,3,2,4,2,3,2,4,10.99349467033328,13.263164607961752,0.4745260714285701,2021-01-17,Israel,,Plan 2
121,3,3,2,4,2,3,2,4,2,3,2,4,10.351687893607691,12.488860638022953,0.4745260714285701,2021-01-18,Israel,,Plan 2
122,3,3,2,4,2,3,2,4,2,3,2,4,523.7542447074297,358.31084381321347,0.4745260714285701,2020-11-19,Israel,,Plan 3
123,3,3,2,4,2,3,2,4,2,3,2,4,424.3336261736701,358.31084381321347,0.4745260714285701,2020-11-20,Israel,,Plan 3
124,3,3,2,4,2,3,2,4,2,3,2,4,368.1629655043908,358.31084381321347,0.4745260714285701,2020-11-21,Israel,,Plan 3
125,3,3,2,4,2,3,2,4,2,3,2,4,332.35553360206916,358.31084381321347,0.4745260714285701,2020-11-22,Israel,,Plan 3
126,3,3,2,4,2,3,2,4,2,3,2,4,306.4321696446133,358.31084381321347,0.4745260714285701,2020-11-23,Israel,,Plan 3
127,3,3,2,4,2,3,2,4,2,3,2,4,285.5770353228565,358.31084381321347,0.4745260714285701,2020-11-24,Israel,,Plan 3
128,3,3,2,4,2,3,2,4,2,3,2,4,267.5603317374646,358.31084381321347,0.4745260714285701,2020-11-25,Israel,,Plan 3
129,3,1,2,4,2,1,1,4,2,3,2,4,261.0117793057046,320.7762058986813,0.25378797619047516,2020-11-26,Israel,,Plan 3
130,3,1,2,4,2,1,1,4,2,3,2,4,259.07599896555644,297.1679734403793,0.25378797619047516,2020-11-27,Israel,,Plan 3
131,3,1,2,4,2,1,1,4,2,3,2,4,259.0213298571066,281.576311205053,0.25378797619047516,2020-11-28,Israel,,Plan 3
132,3,1,2,4,2,1,1,4,2,3,2,4,259.8082517616081,271.21241379927284,0.25378797619047516,2020-11-29,Israel,,Plan 3
133,3,1,2,4,2,1,1,4,2,3,2,4,261.05451024594896,264.7298910280351,0.25378797619047516,2020-11-30,Israel,,Plan 3
134,3,1,2,4,2,1,1,4,2,3,2,4,262.61867348693437,261.4501250514748,0.25378797619047516,2020-12-01,Israel,,Plan 3
135,3,1,2,4,2,1,1,4,2,3,2,4,264.4415158933831,261.00457993089174,0.25378797619047516,2020-12-02,Israel,,Plan 3
136,3,0,2,4,2,1,0,4,2,3,2,4,269.3313081783148,262.19308405555034,0.14124630952380854,2020-12-03,Israel,,Plan 3
137,3,0,2,4,2,1,0,4,2,3,2,4,275.90674893971175,264.5974769090011,0.14124630952380854,2020-12-04,Israel,,Plan 3
138,3,0,2,4,2,1,0,4,2,3,2,4,283.5696345727787,268.1043775826685,0.14124630952380854,2020-12-05,Israel,,Plan 3
139,3,0,2,4,2,1,0,4,2,3,2,4,292.05720275286933,272.7113705814201,0.14124630952380854,2020-12-06,Israel,,Plan 3
140,3,0,2,4,2,1,0,4,2,3,2,4,301.24881074012126,278.453413509159,0.14124630952380854,2020-12-07,Israel,,Plan 3
141,3,0,2,4,2,1,0,4,2,3,2,4,311.0845206576923,285.37710596212446,0.14124630952380854,2020-12-08,Israel,,Plan 3
142,3,0,2,4,2,1,0,4,2,3,2,4,321.53148657682357,293.53281605975883,0.14124630952380854,2020-12-09,Israel,,Plan 3
143,3,0,2,4,2,1,0,4,2,3,2,4,332.57024812200456,302.56695033742875,0.14124630952380854,2020-12-10,Israel,,Plan 3
144,3,0,2,4,2,1,0,4,2,3,2,4,344.1891185080979,312.32157456148394,0.14124630952380854,2020-12-11,Israel,,Plan 3
145,3,0,2,4,2,1,0,4,2,3,2,4,356.3817866842545,322.72331057740905,0.14124630952380854,2020-12-12,Israel,,Plan 3
146,3,0,2,4,2,1,0,4,2,3,2,4,369.14617684817904,333.7360211624533,0.14124630952380854,2020-12-13,Israel,,Plan 3
147,3,0,2,4,2,1,0,4,2,3,2,4,382.48379591041027,345.34101904392315,0.14124630952380854,2020-12-14,Israel,,Plan 3
148,3,0,2,4,2,1,0,4,2,3,2,4,396.3992799596608,357.52884180134726,0.14124630952380854,2020-12-15,Israel,,Plan 3
149,3,0,2,4,2,1,0,4,2,3,2,4,410.9000360916912,370.2957774463283,0.14124630952380854,2020-12-16,Israel,,Plan 3
150,3,0,2,4,2,1,0,4,2,3,2,4,425.99594078901777,383.6423049701874,0.14124630952380854,2020-12-17,Israel,,Plan 3
151,3,0,2,4,2,1,0,4,2,3,2,4,441.6990818706599,397.57229973626767,0.14124630952380854,2020-12-18,Israel,,Plan 3
152,3,0,2,4,2,1,0,4,2,3,2,4,458.0235405132902,412.0925502832728,0.14124630952380854,2020-12-19,Israel,,Plan 3
153,3,0,2,4,2,1,0,4,2,3,2,4,474.9852071692536,427.21241175771195,0.14124630952380854,2020-12-20,Israel,,Plan 3
154,3,0,2,4,2,1,0,4,2,3,2,4,492.60162702347776,442.9435304881502,0.14124630952380854,2020-12-21,Israel,,Plan 3
155,3,0,2,4,2,1,0,4,2,3,2,4,510.8918728254877,459.29961518326826,0.14124630952380854,2020-12-22,Israel,,Plan 3
156,3,0,2,4,2,1,0,4,2,3,2,4,529.8764437834857,476.2962448535246,0.14124630952380854,2020-12-23,Israel,,Plan 3
157,3,0,2,4,2,1,0,4,2,3,2,4,549.5771834408024,493.95070808949396,0.14124630952380854,2020-12-24,Israel,,Plan 3
158,3,0,2,4,2,1,0,4,2,3,2,4,570.017214866705,512.2818699460718,0.14124630952380854,2020-12-25,Israel,,Plan 3
159,3,0,2,4,2,1,0,4,2,3,2,4,591.2208914411995,531.3100629357731,0.14124630952380854,2020-12-26,Israel,,Plan 3
160,3,0,2,4,2,1,0,4,2,3,2,4,613.2137602766516,551.0569990939728,0.14124630952380854,2020-12-27,Israel,,Plan 3
161,3,0,2,4,2,1,0,4,2,3,2,4,636.0225359127472,571.5457003638684,0.14124630952380854,2020-12-28,Israel,,Plan 3
162,3,0,2,4,2,1,0,4,2,3,2,4,659.6750850779101,592.8004449713574,0.14124630952380854,2020-12-29,Israel,,Plan 3
163,3,0,2,4,2,1,0,4,2,3,2,4,684.2004155281974,614.8467266491733,0.14124630952380854,2020-12-30,Israel,,Plan 3
164,3,0,2,4,2,1,0,4,2,3,2,4,709.6286752935841,637.7112254852849,0.14124630952380854,2020-12-31,Israel,,Plan 3
165,3,0,2,4,2,1,0,4,2,3,2,4,735.9911540246651,661.4217882221365,0.14124630952380854,2021-01-01,Israel,,Plan 3
166,3,0,2,4,2,1,0,4,2,3,2,4,763.3202904915537,686.0074166579013,0.14124630952380854,2021-01-02,Israel,,Plan 3
167,3,0,2,4,2,1,0,4,2,3,2,4,791.6496851703915,711.4982630712927,0.14124630952380854,2021-01-03,Israel,,Plan 3
168,3,0,2,4,2,1,0,4,2,3,2,4,821.0141104341462,737.9256308600641,0.14124630952380854,2021-01-04,Israel,,Plan 3
169,3,0,2,4,2,1,0,4,2,3,2,4,851.4495371608307,765.3219811576242,0.14124630952380854,2021-01-05,Israel,,Plan 3
170,3,0,2,4,2,1,0,4,2,3,2,4,882.9931340515857,793.7209409466795,0.14124630952380854,2021-01-06,Israel,,Plan 3
171,3,0,2,4,2,0,0,4,2,3,2,4,919.4925006639362,823.7014874281584,0.12386535714285621,2021-01-07,Israel,,Plan 3
172,3,0,2,4,2,0,0,4,2,3,2,4,959.5258846319317,855.6350203720536,0.12386535714285621,2021-01-08,Israel,,Plan 3
173,3,0,2,4,2,0,0,4,2,3,2,4,1002.5121274100368,889.8052827889799,0.12386535714285621,2021-01-09,Israel,,Plan 3
174,3,0,2,4,2,0,0,4,2,3,2,4,1048.2314526370076,926.4598209984964,0.12386535714285621,2021-01-10,Israel,,Plan 3
175,3,0,2,4,2,0,0,4,2,3,2,4,1096.6229147952172,965.8325073357922,0.12386535714285621,2021-01-11,Israel,,Plan 3
176,3,0,2,4,2,0,0,4,2,3,2,4,1147.6988917338745,1008.15384370337,0.12386535714285621,2021-01-12,Israel,,Plan 3
177,3,0,2,4,2,0,0,4,2,3,2,4,1201.50884331152,1053.6560878833607,0.12386535714285621,2021-01-13,Israel,,Plan 3
178,3,0,2,4,2,0,0,4,2,3,2,4,1258.1237598530083,1102.031982053228,0.12386535714285621,2021-01-14,Israel,,Plan 3
179,3,0,2,4,2,0,0,4,2,3,2,4,1317.6293079997365,1153.1896139629146,0.12386535714285621,2021-01-15,Israel,,Plan 3
180,3,0,2,4,2,0,0,4,2,3,2,4,1380.1226533391884,1207.133974809936,0.12386535714285621,2021-01-16,Israel,,Plan 3
181,3,0,2,4,2,0,0,4,2,3,2,4,1445.710866763845,1263.916748256627,0.12386535714285621,2021-01-17,Israel,,Plan 3
182,3,0,2,4,2,0,0,4,2,3,2,4,1514.5100465491423,1323.6149099357592,0.12386535714285621,2021-01-18,Israel,,Plan 3
183,3,3,2,4,2,3,2,4,2,3,2,4,523.7542447074297,358.31084381321347,0.4745260714285701,2020-11-19,Israel,,Plan 4
184,3,3,2,4,2,3,2,4,2,3,2,4,424.3336261736701,358.31084381321347,0.4745260714285701,2020-11-20,Israel,,Plan 4
185,3,3,2,4,2,3,2,4,2,3,2,4,368.1629655043908,358.31084381321347,0.4745260714285701,2020-11-21,Israel,,Plan 4
186,3,3,2,4,2,3,2,4,2,3,2,4,332.35553360206916,358.31084381321347,0.4745260714285701,2020-11-22,Israel,,Plan 4
187,3,3,2,4,2,3,2,4,2,3,2,4,306.4321696446133,358.31084381321347,0.4745260714285701,2020-11-23,Israel,,Plan 4
188,3,3,2,4,2,3,2,4,2,3,2,4,285.5770353228565,358.31084381321347,0.4745260714285701,2020-11-24,Israel,,Plan 4
189,3,3,2,4,2,3,2,4,2,3,2,4,267.5603317374646,358.31084381321347,0.4745260714285701,2020-11-25,Israel,,Plan 4
190,3,3,2,4,2,3,2,4,2,3,2,4,251.3340538628897,319.39367369256485,0.4745260714285701,2020-11-26,Israel,,Plan 4
191,3,3,2,4,2,3,2,4,2,3,2,4,236.39121610869043,292.54475796899635,0.4745260714285701,2020-11-27,Israel,,Plan 4
192,3,3,2,4,2,3,2,4,2,3,2,4,222.4733531636132,271.7319562060281,0.4745260714285701,2020-11-28,Israel,,Plan 4
193,3,3,2,4,2,3,2,4,2,3,2,4,209.43697013870582,254.17216142554767,0.4745260714285701,2020-11-29,Israel,,Plan 4
194,3,3,2,4,2,3,2,4,2,3,2,4,197.1925109892538,238.56649590335343,0.4745260714285701,2020-11-30,Israel,,Plan 4
195,3,3,2,4,2,3,2,4,2,3,2,4,185.67643088496538,224.2949809836547,0.4745260714285701,2020-12-01,Israel,,Plan 4
196,3,3,2,4,2,3,2,4,2,3,2,4,174.83836771191966,211.04898612286257,0.4745260714285701,2020-12-02,Israel,,Plan 4
