C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings,Infections,InfectionsRolling,Stringency,Date,CountryName,RegionName,PrescriptionIndex
3,0,2,4,2,1,0,4,2,3,2,0,483.2054814809047,463.4549287217606,1.9452761341222868,2021-06-30,Belgium,,Plan 2
3,0,2,4,2,1,0,4,2,3,2,0,502.81193000785606,467.0502801605248,1.9452761341222868,2021-07-01,Belgium,,Plan 2
3,0,2,4,2,1,0,4,2,3,2,0,525.6625630098866,475.9576745910925,1.9452761341222868,2021-07-02,Belgium,,Plan 2
3,0,2,4,2,1,0,4,2,3,2,0,551.5927234557303,490.5561906770632,1.9452761341222868,2021-07-03,Belgium,,Plan 2
3,0,2,4,2,0,0,4,2,3,2,0,582.3585347234134,509.7007073505909,1.7391617357001965,2021-07-04,Belgium,,Plan 2
3,0,2,4,2,0,0,4,2,3,2,0,617.8716068318838,532.9481629221783,1.7391617357001965,2021-07-05,Belgium,,Plan 2
3,0,2,4,2,0,0,4,2,3,2,0,657.8881474386359,560.1987124211873,1.7391617357001965,2021-07-06,Belgium,,Plan 2
3,0,2,4,2,0,0,4,2,3,2,0,702.4117540912512,591.5138942226653,1.7391617357001965,2021-07-07,Belgium,,Plan 2
3,0,2,4,2,0,0,4,2,3,2,0,751.558951117123,627.0491829525607,1.7391617357001965,2021-07-08,Belgium,,Plan 2
3,0,2,4,2,0,0,4,2,3,2,0,805.5127696778557,667.0277839051276,1.7391617357001965,2021-07-09,Belgium,,Plan 2
3,0,2,4,2,0,0,4,2,3,2,0,864.5058958650181,711.729665677883,1.7391617357001965,2021-07-10,Belgium,,Plan 2
3,0,2,4,2,0,0,4,2,3,2,0,928.8140726328548,761.2233139506604,1.7391617357001965,2021-07-11,Belgium,,Plan 2
3,0,2,4,2,0,0,4,2,3,2,0,998.7534341025364,815.6350035607536,1.7391617357001965,2021-07-12,Belgium,,Plan 2
3,0,2,4,2,0,0,4,2,3,2,0,1074.6795978810324,875.1766393382387,1.7391617357001965,2021-07-13,Belgium,,Plan 2
3,0,2,4,2,0,0,4,2,3,2,0,1156.9877192106978,940.1160629267312,1.7391617357001965,2021-07-14,Belgium,,Plan 2
3,0,2,4,2,0,0,4,2,3,2,0,1246.1131767296245,1010.76666658566,1.7391617357001965,2021-07-15,Belgium,,Plan 2
3,0,2,4,2,0,0,4,2,3,2,0,1342.5327381148247,1087.4838049337984,1.7391617357001965,2021-07-16,Belgium,,Plan 2
3,0,2,4,2,0,0,4,2,3,2,0,1446.7661075541434,1170.663835175102,1.7391617357001965,2021-07-17,Belgium,,Plan 2
3,0,2,4,2,0,0,4,2,3,2,0,1559.3778038119226,1260.744368200683,1.7391617357001965,2021-07-18,Belgium,,Plan 2
3,0,2,4,2,0,0,4,2,3,2,0,1680.9793296700616,1358.2052104246154,1.7391617357001965,2021-07-19,Belgium,,Plan 2
3,0,2,4,2,0,0,4,2,3,2,0,1812.2316010655468,1463.5697823081173,1.7391617357001965,2021-07-20,Belgium,,Plan 2
3,0,2,4,2,0,0,4,2,3,2,0,1953.8476153776944,1577.406910331974,1.7391617357001965,2021-07-21,Belgium,,Plan 2
3,0,2,4,2,0,0,4,2,3,2,0,2106.595346087821,1700.3329345260022,1.7391617357001965,2021-07-22,Belgium,,Plan 2
